Street Address,City,State Abbreviation,Zip Code,Detail Url
410 Avenida Montesol,Fajardo,PR,00738,https://www.anytimemailbox.com/s/fajardo-410-avenida-montesol
116 Calle Manuel Domenech,San Juan,PR,00918,https://www.anytimemailbox.com/s/san-juan-220-calle-manuel-domenech
